,standard,forecast,지역,예보,강수확률(%),popul
2683,2019-10-18,2019-10-21,충청북도,맑음,10.0,1600007
2684,2019-10-18,2019-10-21,충청남도,맑음,10.0,2123709
2685,2019-10-18,2019-10-21,강원영서,맑음,10.0,770751
2686,2019-10-18,2019-10-21,강원영동,맑음,10.0,770751
2687,2019-10-18,2019-10-21,전라북도,맑음,10.0,1818917
2688,2019-10-18,2019-10-21,전라남도,맑음,10.0,1868745
2689,2019-10-18,2019-10-21,경상북도,맑음,10.0,2665836
2690,2019-10-18,2019-10-21,경상남도,맑음,10.0,3362553
2691,2019-10-19,2019-10-22,서울.인천.경기,구름많음,30.0,25925799
2692,2019-10-19,2019-10-22,충청북도,구름많음,30.0,1600007
2693,2019-10-19,2019-10-22,충청남도,구름많음,30.0,2123709
2694,2019-10-19,2019-10-22,강원영서,구름많음,30.0,770751
2695,2019-10-19,2019-10-22,강원영동,구름많음,30.0,770751
2696,2019-10-19,2019-10-22,전라북도,구름많음,30.0,1818917
2697,2019-10-19,2019-10-22,전라남도,구름많음,30.0,1868745
2698,2019-10-19,2019-10-22,경상북도,구름많음,30.0,2665836
2699,2019-10-19,2019-10-22,경상남도,구름많음,30.0,3362553
2700,2019-10-20,2019-10-23,서울.인천.경기,구름많음,30.0,25925799
2701,2019-10-20,2019-10-23,충청북도,구름많음,30.0,1600007
2702,2019-10-20,2019-10-23,충청남도,구름많음,30.0,2123709
2703,2019-10-20,2019-10-23,강원영서,구름많음,30.0,770751
2704,2019-10-20,2019-10-23,강원영동,구름많고 비,60.0,770751
2705,2019-10-20,2019-10-23,전라북도,구름많음,30.0,1818917
2706,2019-10-20,2019-10-23,전라남도,구름많음,30.0,1868745
2707,2019-10-20,2019-10-23,경상북도,구름많음,30.0,2665836
2708,2019-10-20,2019-10-23,경상남도,구름많음,30.0,3362553
2709,2019-10-21,2019-10-24,서울.인천.경기,구름많음,30.0,25925799
2710,2019-10-21,2019-10-24,충청북도,구름많음,30.0,1600007
2711,2019-10-21,2019-10-24,충청남도,구름많음,30.0,2123709
2712,2019-10-21,2019-10-24,강원영서,구름많음,30.0,770751
2713,2019-10-21,2019-10-24,강원영동,구름많고 비,60.0,770751
2714,2019-10-21,2019-10-24,전라북도,구름많음,30.0,1818917
2715,2019-10-21,2019-10-24,전라남도,구름많고 비,60.0,1868745
2716,2019-10-21,2019-10-24,경상북도,구름많고 비,60.0,2665836
2717,2019-10-21,2019-10-24,경상남도,구름많고 비,60.0,3362553
2718,2019-10-22,2019-10-25,서울.인천.경기,구름많음,30.0,25925799
2719,2019-10-22,2019-10-25,충청북도,구름많음,30.0,1600007
2720,2019-10-22,2019-10-25,충청남도,구름많음,30.0,2123709
2721,2019-10-22,2019-10-25,강원영서,구름많음,30.0,770751
2722,2019-10-22,2019-10-25,강원영동,구름많고 비,60.0,770751
2723,2019-10-22,2019-10-25,전라북도,구름많음,30.0,1818917
2724,2019-10-22,2019-10-25,전라남도,구름많음,30.0,1868745
2725,2019-10-22,2019-10-25,경상북도,구름많음,30.0,2665836
2726,2019-10-22,2019-10-25,경상남도,구름많음,30.0,3362553
2727,2019-10-23,2019-10-26,서울.인천.경기,구름많음,30.0,25925799
2728,2019-10-23,2019-10-26,충청북도,구름많음,30.0,1600007
2729,2019-10-23,2019-10-26,충청남도,구름많음,30.0,2123709
2730,2019-10-23,2019-10-26,강원영서,구름많음,30.0,770751
2731,2019-10-23,2019-10-26,강원영동,맑음,10.0,770751
2732,2019-10-23,2019-10-26,전라북도,구름많음,30.0,1818917
2733,2019-10-23,2019-10-26,전라남도,구름많음,30.0,1868745
2734,2019-10-23,2019-10-26,경상북도,맑음,10.0,2665836
2735,2019-10-23,2019-10-26,경상남도,맑음,10.0,3362553
2736,2019-10-24,2019-10-27,서울.인천.경기,맑음,10.0,25925799
2737,2019-10-24,2019-10-27,충청북도,맑음,10.0,1600007
2738,2019-10-24,2019-10-27,충청남도,맑음,10.0,2123709
2739,2019-10-24,2019-10-27,강원영서,맑음,10.0,770751
2740,2019-10-24,2019-10-27,강원영동,맑음,10.0,770751
2741,2019-10-24,2019-10-27,전라북도,맑음,10.0,1818917
2742,2019-10-24,2019-10-27,전라남도,맑음,10.0,1868745
2743,2019-10-24,2019-10-27,경상북도,맑음,10.0,2665836
2744,2019-10-24,2019-10-27,경상남도,맑음,10.0,3362553
2745,2019-10-25,2019-10-28,서울.인천.경기,구름많음,30.0,25925799
2746,2019-10-25,2019-10-28,충청북도,맑음,10.0,1600007
2747,2019-10-25,2019-10-28,충청남도,맑음,10.0,2123709
2748,2019-10-25,2019-10-28,강원영서,구름많음,30.0,770751
2749,2019-10-25,2019-10-28,강원영동,맑음,10.0,770751
2750,2019-10-25,2019-10-28,전라북도,맑음,10.0,1818917
2751,2019-10-25,2019-10-28,전라남도,맑음,10.0,1868745
2752,2019-10-25,2019-10-28,경상북도,맑음,10.0,2665836
2753,2019-10-25,2019-10-28,경상남도,맑음,10.0,3362553
2754,2019-10-26,2019-10-29,서울.인천.경기,구름많고 비,60.0,25925799
2755,2019-10-26,2019-10-29,충청북도,구름많고 비,60.0,1600007
2756,2019-10-26,2019-10-29,충청남도,구름많고 비,60.0,2123709
2757,2019-10-26,2019-10-29,강원영서,구름많고 비,60.0,770751
2758,2019-10-26,2019-10-29,강원영동,구름많음,40.0,770751
2759,2019-10-26,2019-10-29,전라북도,구름많음,30.0,1818917
2760,2019-10-26,2019-10-29,전라남도,구름많음,30.0,1868745
2761,2019-10-26,2019-10-29,경상북도,구름많음,30.0,2665836
2762,2019-10-26,2019-10-29,경상남도,구름많음,30.0,3362553
2763,2019-10-27,2019-10-30,서울.인천.경기,맑음,10.0,25925799
2764,2019-10-27,2019-10-30,충청북도,맑음,10.0,1600007
2765,2019-10-27,2019-10-30,충청남도,맑음,10.0,2123709
2766,2019-10-27,2019-10-30,강원영서,맑음,10.0,770751
2767,2019-10-27,2019-10-30,강원영동,맑음,10.0,770751
2768,2019-10-27,2019-10-30,전라북도,맑음,10.0,1818917
2769,2019-10-27,2019-10-30,전라남도,맑음,10.0,1868745
2770,2019-10-27,2019-10-30,경상북도,맑음,10.0,2665836
2771,2019-10-27,2019-10-30,경상남도,맑음,10.0,3362553
2772,2019-10-28,2019-10-31,서울.인천.경기,맑음,10.0,25925799
2773,2019-10-28,2019-10-31,충청북도,맑음,10.0,1600007
2774,2019-10-28,2019-10-31,충청남도,맑음,10.0,2123709
2775,2019-10-28,2019-10-31,강원영서,맑음,10.0,770751
2776,2019-10-28,2019-10-31,강원영동,맑음,10.0,770751
2777,2019-10-28,2019-10-31,전라북도,맑음,10.0,1818917
2778,2019-10-28,2019-10-31,전라남도,맑음,10.0,1868745
2779,2019-10-28,2019-10-31,경상북도,맑음,10.0,2665836
2780,2019-10-28,2019-10-31,경상남도,맑음,10.0,3362553
2781,2019-10-29,2019-11-01,서울.인천.경기,맑음,10.0,25925799
2782,2019-10-29,2019-11-01,충청북도,맑음,10.0,1600007
2783,2019-10-29,2019-11-01,충청남도,맑음,10.0,2123709
2784,2019-10-29,2019-11-01,강원영서,맑음,10.0,770751
2785,2019-10-29,2019-11-01,강원영동,맑음,10.0,770751
2786,2019-10-29,2019-11-01,전라북도,맑음,10.0,1818917
2787,2019-10-29,2019-11-01,전라남도,맑음,10.0,1868745
2788,2019-10-29,2019-11-01,경상북도,맑음,10.0,2665836
2789,2019-10-29,2019-11-01,경상남도,맑음,10.0,3362553
2790,2019-10-30,2019-11-02,서울.인천.경기,구름많음,30.0,25925799
2791,2019-10-30,2019-11-02,충청북도,구름많음,30.0,1600007
2792,2019-10-30,2019-11-02,충청남도,구름많음,30.0,2123709
2793,2019-10-30,2019-11-02,강원영서,구름많음,30.0,770751
2794,2019-10-30,2019-11-02,강원영동,구름많음,30.0,770751
2795,2019-10-30,2019-11-02,전라북도,구름많음,30.0,1818917
2796,2019-10-30,2019-11-02,전라남도,구름많음,30.0,1868745
2797,2019-10-30,2019-11-02,경상북도,구름많음,30.0,2665836
2798,2019-10-30,2019-11-02,경상남도,구름많음,30.0,3362553
2799,2019-10-31,2019-11-03,서울.인천.경기,구름많음,30.0,25925799
2800,2019-10-31,2019-11-03,충청북도,구름많음,30.0,1600007
2801,2019-10-31,2019-11-03,충청남도,구름많음,30.0,2123709
2802,2019-10-31,2019-11-03,강원영서,구름많음,30.0,770751
2803,2019-10-31,2019-11-03,강원영동,흐리고 비,60.0,770751
2804,2019-10-31,2019-11-03,전라북도,구름많음,30.0,1818917
2805,2019-10-31,2019-11-03,전라남도,구름많음,30.0,1868745
2806,2019-10-31,2019-11-03,경상북도,구름많음,30.0,2665836
2807,2019-10-31,2019-11-03,경상남도,구름많음,20.0,3362553
2808,2019-11-01,2019-11-04,서울.인천.경기,맑음,10.0,25925799
2809,2019-11-01,2019-11-04,충청북도,맑음,10.0,1600007
2810,2019-11-01,2019-11-04,충청남도,맑음,10.0,2123709
2811,2019-11-01,2019-11-04,강원영서,맑음,10.0,770751
2812,2019-11-01,2019-11-04,강원영동,구름많음,30.0,770751
2813,2019-11-01,2019-11-04,전라북도,맑음,10.0,1818917
2814,2019-11-01,2019-11-04,전라남도,맑음,10.0,1868745
2815,2019-11-01,2019-11-04,경상북도,구름많음,30.0,2665836
2816,2019-11-01,2019-11-04,경상남도,구름많음,30.0,3362553
2817,2019-11-02,2019-11-05,서울.인천.경기,맑음,10.0,25925799
2818,2019-11-02,2019-11-05,충청북도,맑음,10.0,1600007
2819,2019-11-02,2019-11-05,충청남도,맑음,10.0,2123709
2820,2019-11-02,2019-11-05,강원영서,맑음,10.0,770751
2821,2019-11-02,2019-11-05,강원영동,맑음,10.0,770751
2822,2019-11-02,2019-11-05,전라북도,맑음,20.0,1818917
2823,2019-11-02,2019-11-05,전라남도,구름많음,30.0,1868745
2824,2019-11-02,2019-11-05,경상북도,맑음,10.0,2665836
2825,2019-11-02,2019-11-05,경상남도,맑음,10.0,3362553
2826,2019-11-03,2019-11-06,서울.인천.경기,맑음,10.0,25925799
2827,2019-11-03,2019-11-06,충청북도,맑음,10.0,1600007
2828,2019-11-03,2019-11-06,충청남도,맑음,10.0,2123709
2829,2019-11-03,2019-11-06,강원영서,맑음,10.0,770751
2830,2019-11-03,2019-11-06,강원영동,구름많음,30.0,770751
2831,2019-11-03,2019-11-06,전라북도,맑음,10.0,1818917
2832,2019-11-03,2019-11-06,전라남도,맑음,10.0,1868745
2833,2019-11-03,2019-11-06,경상북도,맑음,10.0,2665836
2834,2019-11-03,2019-11-06,경상남도,맑음,10.0,3362553
2835,2019-11-04,2019-11-07,서울.인천.경기,구름많음,30.0,25925799
2836,2019-11-04,2019-11-07,충청북도,구름많음,30.0,1600007
2837,2019-11-04,2019-11-07,충청남도,구름많음,30.0,2123709
2838,2019-11-04,2019-11-07,강원영서,구름많음,30.0,770751
2839,2019-11-04,2019-11-07,강원영동,구름많음,30.0,770751
2840,2019-11-04,2019-11-07,전라북도,구름많음,30.0,1818917
2841,2019-11-04,2019-11-07,전라남도,구름많음,30.0,1868745
2842,2019-11-04,2019-11-07,경상북도,구름많음,30.0,2665836
2843,2019-11-04,2019-11-07,경상남도,구름많음,30.0,3362553
2844,2019-11-05,2019-11-08,서울.인천.경기,맑음,10.0,25925799
2845,2019-11-05,2019-11-08,충청북도,맑음,10.0,1600007
2846,2019-11-05,2019-11-08,충청남도,맑음,10.0,2123709
2847,2019-11-05,2019-11-08,강원영서,맑음,10.0,770751
2848,2019-11-05,2019-11-08,강원영동,구름많음,40.0,770751
2849,2019-11-05,2019-11-08,전라북도,맑음,10.0,1818917
2850,2019-11-05,2019-11-08,전라남도,맑음,10.0,1868745
2851,2019-11-05,2019-11-08,경상북도,맑음,10.0,2665836
2852,2019-11-05,2019-11-08,경상남도,맑음,10.0,3362553
2853,2019-11-06,2019-11-09,서울.인천.경기,맑음,10.0,25925799
2854,2019-11-06,2019-11-09,충청북도,맑음,10.0,1600007
2855,2019-11-06,2019-11-09,충청남도,맑음,10.0,2123709
2856,2019-11-06,2019-11-09,강원영서,맑음,10.0,770751
2857,2019-11-06,2019-11-09,강원영동,구름많고 비,60.0,770751
2858,2019-11-06,2019-11-09,전라북도,맑음,10.0,1818917
2859,2019-11-06,2019-11-09,전라남도,맑음,10.0,1868745
2860,2019-11-06,2019-11-09,경상북도,맑음,10.0,2665836
2861,2019-11-06,2019-11-09,경상남도,맑음,10.0,3362553
2862,2019-11-07,2019-11-10,서울.인천.경기,구름많음,30.0,25925799
2863,2019-11-07,2019-11-10,충청북도,구름많음,30.0,1600007
2864,2019-11-07,2019-11-10,충청남도,구름많음,30.0,2123709
2865,2019-11-07,2019-11-10,강원영서,구름많음,30.0,770751
2866,2019-11-07,2019-11-10,강원영동,구름많음,30.0,770751
2867,2019-11-07,2019-11-10,전라북도,구름많음,30.0,1818917
2868,2019-11-07,2019-11-10,전라남도,구름많음,30.0,1868745
2869,2019-11-07,2019-11-10,경상북도,구름많음,30.0,2665836
2870,2019-11-07,2019-11-10,경상남도,구름많음,30.0,3362553
2871,2019-11-08,2019-11-11,서울.인천.경기,구름많고 비,60.0,25925799
2872,2019-11-08,2019-11-11,충청북도,구름많고 비,60.0,1600007
2873,2019-11-08,2019-11-11,충청남도,구름많고 비,60.0,2123709
2874,2019-11-08,2019-11-11,강원영서,구름많고 비,60.0,770751
2875,2019-11-08,2019-11-11,강원영동,구름많고 비,60.0,770751
2876,2019-11-08,2019-11-11,전라북도,구름많고 비,60.0,1818917
2877,2019-11-08,2019-11-11,전라남도,구름많고 비,60.0,1868745
2878,2019-11-08,2019-11-11,경상북도,구름많고 비,60.0,2665836
2879,2019-11-08,2019-11-11,경상남도,구름많고 비,60.0,3362553
2880,2019-11-09,2019-11-12,서울.인천.경기,맑음,10.0,25925799
2881,2019-11-09,2019-11-12,충청북도,맑음,10.0,1600007
2882,2019-11-09,2019-11-12,충청남도,맑음,10.0,2123709
2883,2019-11-09,2019-11-12,강원영서,맑음,10.0,770751
2884,2019-11-09,2019-11-12,강원영동,맑음,10.0,770751
2885,2019-11-09,2019-11-12,전라북도,맑음,10.0,1818917
2886,2019-11-09,2019-11-12,전라남도,맑음,10.0,1868745
2887,2019-11-09,2019-11-12,경상북도,맑음,10.0,2665836
2888,2019-11-09,2019-11-12,경상남도,맑음,10.0,3362553
2889,2019-11-10,2019-11-13,서울.인천.경기,구름많음,30.0,25925799
2890,2019-11-10,2019-11-13,충청북도,구름많음,30.0,1600007
2891,2019-11-10,2019-11-13,충청남도,구름많음,30.0,2123709
2892,2019-11-10,2019-11-13,강원영서,구름많음,30.0,770751
2893,2019-11-10,2019-11-13,강원영동,구름많음,30.0,770751
2894,2019-11-10,2019-11-13,전라북도,구름많음,30.0,1818917
2895,2019-11-10,2019-11-13,전라남도,구름많음,30.0,1868745
2896,2019-11-10,2019-11-13,경상북도,구름많음,30.0,2665836
2897,2019-11-10,2019-11-13,경상남도,구름많음,30.0,3362553
2898,2019-11-11,2019-11-14,서울.인천.경기,구름많음,30.0,25925799
2899,2019-11-11,2019-11-14,충청북도,구름많음,30.0,1600007
2900,2019-11-11,2019-11-14,충청남도,구름많고 비/눈,60.0,2123709
2901,2019-11-11,2019-11-14,강원영서,구름많음,30.0,770751
2902,2019-11-11,2019-11-14,강원영동,구름많음,30.0,770751
2903,2019-11-11,2019-11-14,전라북도,구름많고 비/눈,60.0,1818917
2904,2019-11-11,2019-11-14,전라남도,구름많고 비/눈,60.0,1868745
2905,2019-11-11,2019-11-14,경상북도,구름많음,30.0,2665836
2906,2019-11-11,2019-11-14,경상남도,구름많음,30.0,3362553
2907,2019-11-12,2019-11-15,서울.인천.경기,구름많음,30.0,25925799
2908,2019-11-12,2019-11-15,충청북도,구름많음,30.0,1600007
2909,2019-11-12,2019-11-15,충청남도,구름많음,30.0,2123709
2910,2019-11-12,2019-11-15,강원영서,구름많음,30.0,770751
2911,2019-11-12,2019-11-15,강원영동,구름많음,30.0,770751
2912,2019-11-12,2019-11-15,전라북도,구름많음,30.0,1818917
2913,2019-11-12,2019-11-15,전라남도,구름많음,30.0,1868745
2914,2019-11-12,2019-11-15,경상북도,맑음,10.0,2665836
2915,2019-11-12,2019-11-15,경상남도,맑음,10.0,3362553
2916,2019-11-13,2019-11-16,서울.인천.경기,구름많음,30.0,25925799
2917,2019-11-13,2019-11-16,충청북도,구름많고 비,60.0,1600007
2918,2019-11-13,2019-11-16,충청남도,구름많고 비,60.0,2123709
2919,2019-11-13,2019-11-16,강원영서,구름많음,30.0,770751
2920,2019-11-13,2019-11-16,강원영동,구름많음,30.0,770751
2921,2019-11-13,2019-11-16,전라북도,구름많음,40.0,1818917
2922,2019-11-13,2019-11-16,전라남도,구름많음,30.0,1868745
2923,2019-11-13,2019-11-16,경상북도,구름많음,40.0,2665836
2924,2019-11-13,2019-11-16,경상남도,구름많음,30.0,3362553
2925,2019-11-14,2019-11-17,서울.인천.경기,구름많음,30.0,25925799
2926,2019-11-14,2019-11-17,충청북도,구름많음,30.0,1600007
2927,2019-11-14,2019-11-17,충청남도,구름많음,30.0,2123709
2928,2019-11-14,2019-11-17,강원영서,구름많음,30.0,770751
2929,2019-11-14,2019-11-17,강원영동,구름많음,30.0,770751
2930,2019-11-14,2019-11-17,전라북도,구름많음,30.0,1818917
2931,2019-11-14,2019-11-17,전라남도,구름많음,30.0,1868745
2932,2019-11-14,2019-11-17,경상북도,구름많음,30.0,2665836
2933,2019-11-14,2019-11-17,경상남도,구름많음,30.0,3362553
2934,2019-11-15,2019-11-18,서울.인천.경기,흐리고 비,70.0,25925799
2935,2019-11-15,2019-11-18,충청북도,흐리고 비,70.0,1600007
2936,2019-11-15,2019-11-18,충청남도,흐리고 비,70.0,2123709
2937,2019-11-15,2019-11-18,강원영서,흐리고 비,70.0,770751
2938,2019-11-15,2019-11-18,강원영동,흐리고 비,70.0,770751
2939,2019-11-15,2019-11-18,전라북도,흐리고 비,70.0,1818917
2940,2019-11-15,2019-11-18,전라남도,흐리고 비,70.0,1868745
2941,2019-11-15,2019-11-18,경상북도,흐리고 비,70.0,2665836
2942,2019-11-15,2019-11-18,경상남도,흐리고 비,70.0,3362553
2943,2019-11-16,2019-11-19,서울.인천.경기,맑음,10.0,25925799
2944,2019-11-16,2019-11-19,충청북도,구름많음,30.0,1600007
2945,2019-11-16,2019-11-19,충청남도,구름많고 비/눈,60.0,2123709
2946,2019-11-16,2019-11-19,강원영서,맑음,10.0,770751
2947,2019-11-16,2019-11-19,강원영동,맑음,10.0,770751
2948,2019-11-16,2019-11-19,전라북도,구름많고 비/눈,60.0,1818917
2949,2019-11-16,2019-11-19,전라남도,구름많고 비/눈,60.0,1868745
2950,2019-11-16,2019-11-19,경상북도,구름많음,30.0,2665836
2951,2019-11-16,2019-11-19,경상남도,구름많음,30.0,3362553
2952,2019-11-17,2019-11-20,서울.인천.경기,맑음,10.0,25925799
2953,2019-11-17,2019-11-20,충청북도,맑음,10.0,1600007
2954,2019-11-17,2019-11-20,충청남도,맑음,10.0,2123709
2955,2019-11-17,2019-11-20,강원영서,맑음,10.0,770751
2956,2019-11-17,2019-11-20,강원영동,맑음,10.0,770751
2957,2019-11-17,2019-11-20,전라북도,맑음,10.0,1818917
2958,2019-11-17,2019-11-20,전라남도,맑음,10.0,1868745
2959,2019-11-17,2019-11-20,경상북도,맑음,10.0,2665836
2960,2019-11-17,2019-11-20,경상남도,맑음,10.0,3362553
2961,2019-11-18,2019-11-21,서울.인천.경기,맑음,10.0,25925799
2962,2019-11-18,2019-11-21,충청북도,맑음,10.0,1600007
2963,2019-11-18,2019-11-21,충청남도,맑음,10.0,2123709
2964,2019-11-18,2019-11-21,강원영서,맑음,10.0,770751
2965,2019-11-18,2019-11-21,강원영동,맑음,10.0,770751
2966,2019-11-18,2019-11-21,전라북도,맑음,10.0,1818917
2967,2019-11-18,2019-11-21,전라남도,맑음,10.0,1868745
2968,2019-11-18,2019-11-21,경상북도,맑음,10.0,2665836
2969,2019-11-18,2019-11-21,경상남도,맑음,10.0,3362553
2970,2019-11-19,2019-11-22,서울.인천.경기,구름많음,30.0,25925799
2971,2019-11-19,2019-11-22,충청북도,구름많음,30.0,1600007
2972,2019-11-19,2019-11-22,충청남도,구름많음,30.0,2123709
2973,2019-11-19,2019-11-22,강원영서,구름많음,30.0,770751
2974,2019-11-19,2019-11-22,강원영동,맑음,10.0,770751
2975,2019-11-19,2019-11-22,전라북도,구름많음,30.0,1818917
2976,2019-11-19,2019-11-22,전라남도,구름많음,30.0,1868745
2977,2019-11-19,2019-11-22,경상북도,구름많음,30.0,2665836
2978,2019-11-19,2019-11-22,경상남도,구름많음,30.0,3362553
2979,2019-11-20,2019-11-23,서울.인천.경기,구름많음,30.0,25925799
2980,2019-11-20,2019-11-23,충청북도,구름많음,30.0,1600007
2981,2019-11-20,2019-11-23,충청남도,구름많음,30.0,2123709
2982,2019-11-20,2019-11-23,강원영서,구름많음,30.0,770751
2983,2019-11-20,2019-11-23,강원영동,구름많음,30.0,770751
2984,2019-11-20,2019-11-23,전라북도,구름많음,30.0,1818917
2985,2019-11-20,2019-11-23,전라남도,구름많음,30.0,1868745
2986,2019-11-20,2019-11-23,경상북도,구름많음,30.0,2665836
2987,2019-11-20,2019-11-23,경상남도,구름많음,30.0,3362553
2988,2019-11-21,2019-11-24,서울.인천.경기,구름많음,30.0,25925799
2989,2019-11-21,2019-11-24,충청북도,구름많음,30.0,1600007
2990,2019-11-21,2019-11-24,충청남도,구름많음,30.0,2123709
2991,2019-11-21,2019-11-24,강원영서,구름많음,30.0,770751
2992,2019-11-21,2019-11-24,강원영동,구름많음,30.0,770751
2993,2019-11-21,2019-11-24,전라북도,구름많음,30.0,1818917
2994,2019-11-21,2019-11-24,전라남도,구름많음,30.0,1868745
2995,2019-11-21,2019-11-24,경상북도,구름많음,30.0,2665836
2996,2019-11-21,2019-11-24,경상남도,구름많음,30.0,3362553
2997,2019-11-22,2019-11-25,서울.인천.경기,구름많음,30.0,25925799
2998,2019-11-22,2019-11-25,충청북도,구름많음,30.0,1600007
2999,2019-11-22,2019-11-25,충청남도,구름많음,30.0,2123709
3000,2019-11-22,2019-11-25,강원영서,구름많음,40.0,770751
3001,2019-11-22,2019-11-25,강원영동,흐리고 비/눈,80.0,770751
3002,2019-11-22,2019-11-25,전라북도,구름많음,30.0,1818917
3003,2019-11-22,2019-11-25,전라남도,구름많음,30.0,1868745
3004,2019-11-22,2019-11-25,경상북도,구름많음,30.0,2665836
3005,2019-11-22,2019-11-25,경상남도,구름많음,30.0,3362553
3006,2019-11-23,2019-11-26,서울.인천.경기,맑음,10.0,25925799
3007,2019-11-23,2019-11-26,충청북도,맑음,10.0,1600007
3008,2019-11-23,2019-11-26,충청남도,맑음,10.0,2123709
3009,2019-11-23,2019-11-26,강원영서,맑음,10.0,770751
3010,2019-11-23,2019-11-26,강원영동,구름많음,40.0,770751
3011,2019-11-23,2019-11-26,전라북도,맑음,10.0,1818917
3012,2019-11-23,2019-11-26,전라남도,맑음,10.0,1868745
3013,2019-11-23,2019-11-26,경상북도,맑음,10.0,2665836
3014,2019-11-23,2019-11-26,경상남도,맑음,10.0,3362553
3015,2019-11-24,2019-11-27,서울.인천.경기,구름많음,30.0,25925799
3016,2019-11-24,2019-11-27,충청북도,구름많음,30.0,1600007
3017,2019-11-24,2019-11-27,충청남도,구름많음,30.0,2123709
3018,2019-11-24,2019-11-27,강원영서,구름많음,30.0,770751
3019,2019-11-24,2019-11-27,강원영동,구름많음,30.0,770751
3020,2019-11-24,2019-11-27,전라북도,구름많음,30.0,1818917
3021,2019-11-24,2019-11-27,전라남도,구름많음,30.0,1868745
3022,2019-11-24,2019-11-27,경상북도,구름많음,30.0,2665836
3023,2019-11-24,2019-11-27,경상남도,구름많음,30.0,3362553
3024,2019-11-25,2019-11-28,서울.인천.경기,구름많음,30.0,25925799
3025,2019-11-25,2019-11-28,충청북도,구름많음,30.0,1600007
3026,2019-11-25,2019-11-28,충청남도,구름많음,30.0,2123709
3027,2019-11-25,2019-11-28,강원영서,구름많음,30.0,770751
3028,2019-11-25,2019-11-28,강원영동,흐리고 비/눈,70.0,770751
3029,2019-11-25,2019-11-28,전라북도,구름많음,30.0,1818917
3030,2019-11-25,2019-11-28,전라남도,구름많음,30.0,1868745
3031,2019-11-25,2019-11-28,경상북도,흐림,40.0,2665836
3032,2019-11-25,2019-11-28,경상남도,흐림,40.0,3362553
3033,2019-11-26,2019-11-29,서울.인천.경기,맑음,10.0,25925799
3034,2019-11-26,2019-11-29,충청북도,맑음,10.0,1600007
3035,2019-11-26,2019-11-29,충청남도,맑음,10.0,2123709
3036,2019-11-26,2019-11-29,강원영서,맑음,10.0,770751
3037,2019-11-26,2019-11-29,강원영동,구름많음,40.0,770751
3038,2019-11-26,2019-11-29,전라북도,맑음,10.0,1818917
3039,2019-11-26,2019-11-29,전라남도,맑음,10.0,1868745
3040,2019-11-26,2019-11-29,경상북도,맑음,10.0,2665836
3041,2019-11-26,2019-11-29,경상남도,맑음,10.0,3362553
3042,2019-11-27,2019-11-30,서울.인천.경기,구름많음,30.0,25925799
3043,2019-11-27,2019-11-30,충청북도,구름많음,30.0,1600007
3044,2019-11-27,2019-11-30,충청남도,구름많음,30.0,2123709
3045,2019-11-27,2019-11-30,강원영서,구름많음,30.0,770751
3046,2019-11-27,2019-11-30,강원영동,구름많음,30.0,770751
3047,2019-11-27,2019-11-30,전라북도,구름많음,30.0,1818917
3048,2019-11-27,2019-11-30,전라남도,구름많음,30.0,1868745
3049,2019-11-27,2019-11-30,경상북도,구름많음,30.0,2665836
3050,2019-11-27,2019-11-30,경상남도,구름많음,30.0,3362553
3051,2019-11-28,2019-12-01,서울.인천.경기,흐리고 비,70.0,25925799
3052,2019-11-28,2019-12-01,충청북도,흐리고 비,60.0,1600007
3053,2019-11-28,2019-12-01,충청남도,흐리고 비,60.0,2123709
3054,2019-11-28,2019-12-01,강원영서,흐림,30.0,770751
3055,2019-11-28,2019-12-01,강원영동,흐림,30.0,770751
3056,2019-11-28,2019-12-01,전라북도,흐리고 비,60.0,1818917
3057,2019-11-28,2019-12-01,전라남도,흐리고 비,60.0,1868745
3058,2019-11-28,2019-12-01,경상북도,흐림,40.0,2665836
3059,2019-11-28,2019-12-01,경상남도,흐림,40.0,3362553
3060,2019-11-29,2019-12-02,서울.인천.경기,구름많음,40.0,25925799
3061,2019-11-29,2019-12-02,충청북도,구름많고 비,60.0,1600007
3062,2019-11-29,2019-12-02,충청남도,구름많음,40.0,2123709
3063,2019-11-29,2019-12-02,강원영서,구름많음,40.0,770751
3064,2019-11-29,2019-12-02,강원영동,구름많음,40.0,770751
3065,2019-11-29,2019-12-02,전라북도,구름많고 비,60.0,1818917
3066,2019-11-29,2019-12-02,전라남도,구름많고 비,60.0,1868745
3067,2019-11-29,2019-12-02,경상북도,구름많고 비,60.0,2665836
3068,2019-11-29,2019-12-02,경상남도,구름많고 비,60.0,3362553
3069,2019-11-30,2019-12-03,서울.인천.경기,맑음,10.0,25925799
3070,2019-11-30,2019-12-03,충청북도,맑음,10.0,1600007
3071,2019-11-30,2019-12-03,충청남도,구름많음,30.0,2123709
3072,2019-11-30,2019-12-03,강원영서,맑음,10.0,770751
3073,2019-11-30,2019-12-03,강원영동,맑음,10.0,770751
3074,2019-11-30,2019-12-03,전라북도,구름많음,30.0,1818917
3075,2019-11-30,2019-12-03,전라남도,구름많음,30.0,1868745
3076,2019-11-30,2019-12-03,경상북도,맑음,10.0,2665836
3077,2019-11-30,2019-12-03,경상남도,맑음,10.0,3362553
3078,2019-12-01,2019-12-04,서울.인천.경기,맑음,10.0,25925799
3079,2019-12-01,2019-12-04,충청북도,맑음,10.0,1600007
