,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액
1408,1592164200000,30,100036,200064,구찌 마이크로 씨마 GG플랩 2단 장지갑,잡화," 750,000 ",32615794.0
1409,1592164200000,30,100038,200060,구찌 더블G 오버 선글라스,잡화," 458,000 ",31516734.0
1410,1592164200000,30,100037,200059,구찌 NEW 럭셔리스타 선글라스 GG0232SK,잡화," 158,000 ",49795920.0
1411,1592166000000,20,100203,200704,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 699,000 ",22063830.0
1412,1592166000000,20,100203,200688,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 749,000 ",21084190.0
1413,1592166000000,20,100203,200708,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 899,000 ",18874382.0
1414,1592166000000,20,100203,200692,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 949,000 ",18607648.0
1415,1592166000000,20,100203,200712,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,199,000 ",18671092.0
1416,1592166000000,20,100203,200696,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,249,000 ",19075398.0
1417,1592167200000,20,100203,200704,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 699,000 ",22063830.0
1418,1592167200000,20,100203,200688,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 749,000 ",21084190.0
1419,1592167200000,20,100203,200708,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 899,000 ",18874382.0
1420,1592167200000,20,100203,200692,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 949,000 ",18607648.0
1421,1592167200000,20,100203,200712,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,199,000 ",18671090.0
1422,1592167200000,20,100203,200696,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,249,000 ",19075396.0
1423,1592168400000,20,100203,200704,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 699,000 ",22689816.0
1424,1592168400000,20,100203,200688,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 749,000 ",21783264.0
1425,1592168400000,20,100203,200708,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 899,000 ",19184874.0
1426,1592168400000,20,100203,200692,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 949,000 ",18920336.0
1427,1592168400000,20,100203,200712,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,199,000 ",18899814.0
1428,1592168400000,20,100203,200696,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,249,000 ",19304134.0
1429,1592169600000,20,100155,200484,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21328154.0
1430,1592169600000,20,100155,200551,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20193628.0
1431,1592170800000,20,100155,200484,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21328154.0
1432,1592170800000,20,100155,200551,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20193628.0
1433,1592172000000,20,100155,200484,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21554432.0
1434,1592172000000,20,100155,200551,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20422352.0
1435,1592173200000,20,100592,201810,신일 이동식에어컨,생활용품," 399,000 ",22536970.0
1436,1592174400000,20,100592,201810,신일 이동식에어컨,생활용품," 399,000 ",22536970.0
1437,1592175600000,20,100592,201810,신일 이동식에어컨,생활용품," 399,000 ",22586806.0
1438,1592176800000,20,100733,202149,해피한 2020 자유숙박권,무형, - ,0.0
1439,1592178000000,20,100733,202149,해피한 2020 자유숙박권,무형, - ,0.0
1440,1592179200000,20,100733,202149,해피한 2020 자유숙박권,무형, - ,0.0
1441,1592180400000,20,100035,200057,임화자의 명인육포 15g x 40봉,농수축," 39,900 ",29769674.0
1442,1592181600000,20,100035,200057,임화자의 명인육포 15g x 40봉,농수축," 39,900 ",29769674.0
1443,1592182800000,20,100035,200057,임화자의 명인육포 15g x 40봉,농수축," 39,900 ",22903166.0
1444,1592184000000,20,100661,201990,"프리드450상조서비스(2,선풍기)",무형, - ,0.0
1445,1592185200000,16,100661,201990,"프리드450상조서비스(2,선풍기)",무형, - ,0.0
1446,1592202000000,20,100197,200668,오델로 여성 모자 3종,잡화," 29,900 ",21528298.0
1447,1592203200000,20,100197,200668,오델로 여성 모자 3종,잡화," 29,900 ",21528298.0
1448,1592204400000,20,100197,200668,오델로 여성 모자 3종,잡화," 29,900 ",22421136.0
1449,1592205600000,20,100262,200876,더블모 어성초 샴푸,이미용," 59,800 ",22147480.0
1450,1592206800000,20,100262,200876,더블모 어성초 샴푸,이미용," 59,800 ",22147480.0
1451,1592208000000,20,100262,200876,더블모 어성초 샴푸,이미용," 59,800 ",24449554.0
1452,1592209200000,20,100778,202275,루시헨느 글리터 레이스 브라탑 4종,속옷," 79,900 ",25306994.0
1453,1592210400000,20,100778,202275,루시헨느 글리터 레이스 브라탑 4종,속옷," 79,900 ",25306994.0
1454,1592211600000,20,100778,202275,루시헨느 글리터 레이스 브라탑 4종,속옷," 79,900 ",26824502.0
1455,1592212800000,20,100544,201629,주원산 싸먹는 오리 슬라이스 13팩,농수축," 30,900 ",27157918.0
1456,1592214000000,20,100544,201629,주원산 싸먹는 오리 슬라이스 13팩,농수축," 30,900 ",27157918.0
1457,1592215200000,20,100544,201629,주원산 싸먹는 오리 슬라이스 13팩,농수축," 30,900 ",31816078.0
1458,1592216400000,20,100167,200588,유귀열의 귀한 갓김치 5kg,농수축," 30,900 ",31816078.0
1459,1592217600000,20,100167,200588,유귀열의 귀한 갓김치 5kg,농수축," 30,900 ",31816078.0
1460,1592218800000,20,100167,200588,유귀열의 귀한 갓김치 5kg,농수축," 30,900 ",34148240.0
1461,1592220000000,20,100804,202368,에버홈 글라스텐 다지기,주방," 59,800 ",32079400.0
1462,1592221200000,20,100804,202368,에버홈 글라스텐 다지기,주방," 59,800 ",32079400.0
1463,1592222400000,20,100804,202368,에버홈 글라스텐 다지기,주방," 59,800 ",32171880.0
1464,1592223600000,20,100425,201337,프리모 5단+5단+3단 폴딩선반,생활용품," 209,000 ",17377092.0
1465,1592223600000,20,100425,201336,프리모 5단+5단 폴딩선반,생활용품," 149,000 ",20591972.0
1466,1592223600000,20,100425,201334,프리모 3단 폴딩선반,생활용품," 69,000 ",31526738.0
1467,1592223600000,20,100425,201335,프리모 5단 폴딩선반,생활용품," 89,000 ",26165024.0
1468,1592224800000,20,100425,201337,프리모 5단+5단+3단 폴딩선반,생활용품," 209,000 ",17377092.0
1469,1592224800000,20,100425,201336,프리모 5단+5단 폴딩선반,생활용품," 149,000 ",20591972.0
1470,1592224800000,20,100425,201334,프리모 3단 폴딩선반,생활용품," 69,000 ",31526738.0
1471,1592224800000,20,100425,201335,프리모 5단 폴딩선반,생활용품," 89,000 ",26165024.0
1472,1592226000000,20,100425,201337,프리모 5단+5단+3단 폴딩선반,생활용품," 209,000 ",17249798.0
1473,1592226000000,20,100425,201336,프리모 5단+5단 폴딩선반,생활용품," 149,000 ",21753770.0
1474,1592226000000,20,100425,201334,프리모 3단 폴딩선반,생활용품," 69,000 ",30635342.0
1475,1592226000000,20,100425,201335,프리모 5단 폴딩선반,생활용품," 89,000 ",26095650.0
1476,1592227200000,20,100138,200370,보국 에어젯 무빙 에어컨   BKPF-19R22AC,생활용품," 369,000 ",28814214.0
1477,1592228400000,20,100138,200370,보국 에어젯 무빙 에어컨   BKPF-19R22AC,생활용품," 369,000 ",28814214.0
1478,1592229600000,20,100138,200370,보국 에어젯 무빙 에어컨   BKPF-19R22AC,생활용품," 369,000 ",27471566.0
1479,1592230800000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",33969056.0
1480,1592232000000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",33969056.0
1481,1592233200000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",36865940.0
1482,1592234400000,20,100100,200280,락앤락 비스프리 온더테이블 밀폐용기세트,주방," 64,800 ",35084236.0
1483,1592235600000,20,100100,200280,락앤락 비스프리 온더테이블 밀폐용기세트,주방," 64,800 ",35084236.0
1484,1592236800000,20,100100,200280,락앤락 비스프리 온더테이블 밀폐용기세트,주방," 64,800 ",39167310.0
1485,1592238000000,20,100361,201148,맛의명가 반야월 뒷고기 2kg + 돈볼로스 1kg,농수축," 40,900 ",40641936.0
1486,1592239200000,20,100361,201148,맛의명가 반야월 뒷고기 2kg + 돈볼로스 1kg,농수축," 40,900 ",40641936.0
1487,1592240400000,20,100361,201148,맛의명가 반야월 뒷고기 2kg + 돈볼로스 1kg,농수축," 40,900 ",44195776.0
1488,1592241600000,20,100548,201636,완도한입활전복 1.2kg,농수축," 29,900 ",41595436.0
1489,1592242800000,20,100548,201636,완도한입활전복 1.2kg,농수축," 29,900 ",41595436.0
1490,1592244000000,20,100548,201636,완도한입활전복 1.2kg,농수축," 29,900 ",44810850.0
1491,1592245200000,60,100554,201641,DB손해보험 참좋은운전자보험(1912),무형, - ,0.0
1492,1592248800000,20,100327,201033,[VONIN]보닌 남성기초세트(워터로션),이미용," 54,000 ",46210804.0
1493,1592250000000,20,100327,201033,[VONIN]보닌 남성기초세트(워터로션),이미용," 54,000 ",46210804.0
1494,1592251200000,20,100327,201033,[VONIN]보닌 남성기초세트(워터로션),이미용," 54,000 ",43529536.0
1495,1592252400000,20,100765,202226,린나이 엣지 가스레인지 3구 (스탠드/매립) (압력솥),주방," 279,000 ",21810214.0
1496,1592252400000,20,100765,202224,린나이 엣지 가스레인지 2구 (압력솥),주방," 219,000 ",18812170.0
1497,1592253600000,20,100765,202226,린나이 엣지 가스레인지 3구 (스탠드/매립) (압력솥),주방," 279,000 ",21810214.0
1498,1592253600000,20,100765,202224,린나이 엣지 가스레인지 2구 (압력솥),주방," 219,000 ",18812170.0
1499,1592254800000,20,100765,202226,린나이 엣지 가스레인지 3구 (스탠드/매립) (압력솥),주방," 279,000 ",21605378.0
1500,1592254800000,20,100765,202224,린나이 엣지 가스레인지 2구 (압력솥),주방," 219,000 ",18618350.0
1501,1592256000000,20,100205,200722,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구," 548,000 ",23265722.0
1502,1592256000000,20,100205,200725,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구," 598,000 ",23527014.0
1503,1592256000000,20,100205,200728,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구," 648,000 ",23614490.0
1504,1592257200000,20,100205,200722,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구," 548,000 ",23265722.0
1505,1592257200000,20,100205,200725,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구," 598,000 ",23527014.0
1506,1592257200000,20,100205,200728,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구," 648,000 ",23614490.0
1507,1592258400000,20,100205,200722,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구," 548,000 ",23315576.0
1508,1592258400000,20,100205,200725,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구," 598,000 ",23576862.0
1509,1592258400000,20,100205,200728,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구," 648,000 ",23838134.0
1510,1592259600000,20,100592,201810,신일 이동식에어컨,생활용품," 399,000 ",22536970.0
1511,1592260800000,20,100592,201810,신일 이동식에어컨,생활용품," 399,000 ",22536970.0
1512,1592262000000,20,100592,201810,신일 이동식에어컨,생활용품," 399,000 ",22586806.0
1513,1592263200000,20,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형, - ,0.0
1514,1592264400000,20,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형, - ,0.0
1515,1592265600000,20,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형, - ,0.0
1516,1592266800000,20,100560,201657,NEW슬리미플러스/슬리미라인(렌탈),무형, - ,0.0
1517,1592268000000,20,100560,201657,NEW슬리미플러스/슬리미라인(렌탈),무형, - ,0.0
1518,1592269200000,20,100560,201657,NEW슬리미플러스/슬리미라인(렌탈),무형, - ,0.0
1519,1592270400000,20,100649,201970,예쎄 여성 썸머 풀코디 4종세트,의류," 59,000 ",21036210.0
1520,1592271600000,16,100649,201970,예쎄 여성 썸머 풀코디 4종세트,의류," 59,000 ",13592219.0
1521,1592272800000,20,100649,201970,예쎄 여성 썸머 풀코디 4종세트,의류," 59,000 ",18480794.0
1522,1592288400000,20,100358,201139,마르엘라로사티 플로럴썸머원피스3종,의류," 49,900 ",20059862.0
1523,1592289600000,20,100358,201139,마르엘라로사티 플로럴썸머원피스3종,의류," 49,900 ",20059862.0
1524,1592290800000,20,100358,201139,마르엘라로사티 플로럴썸머원피스3종,의류," 49,900 ",21511658.0
1525,1592292000000,20,100402,201311,초특가 공간아트 매직건조대 대중소 종합 세트,생활용품," 39,800 ",21810972.0
1526,1592292000000,20,100402,201286,공간아트 매직건조대 대형,생활용품," 29,800 ",22425418.0
1527,1592293200000,20,100402,201311,초특가 공간아트 매직건조대 대중소 종합 세트,생활용품," 39,800 ",21810972.0
1528,1592293200000,20,100402,201286,공간아트 매직건조대 대형,생활용품," 29,800 ",22425418.0
1529,1592294400000,20,100402,201311,초특가 공간아트 매직건조대 대중소 종합 세트,생활용품," 39,800 ",23285858.0
1530,1592294400000,20,100402,201286,공간아트 매직건조대 대형,생활용품," 29,800 ",23892492.0
1531,1592295600000,20,100759,202212,아가타 토오픈 부티 샌들 + 웨지 뮬,잡화," 39,900 ",23282900.0
1532,1592296800000,20,100759,202212,아가타 토오픈 부티 샌들 + 웨지 뮬,잡화," 39,900 ",23282900.0
1533,1592298000000,20,100759,202212,아가타 토오픈 부티 샌들 + 웨지 뮬,잡화," 39,900 ",26767760.0
1534,1592299200000,20,100621,201923,비비고 만두,농수축," 30,900 ",27157918.0
1535,1592300400000,20,100621,201923,비비고 만두,농수축," 30,900 ",27157918.0
1536,1592301600000,20,100621,201923,비비고 만두,농수축," 30,900 ",31816078.0
1537,1592302800000,20,100837,202460,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방," 218,000 ",18715778.0
1538,1592302800000,20,100837,202459,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방," 208,000 ",17797600.0
1539,1592304000000,20,100837,202460,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방," 218,000 ",18715778.0
1540,1592304000000,20,100837,202459,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방," 208,000 ",17797600.0
1541,1592305200000,20,100837,202460,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방," 218,000 ",17939054.0
1542,1592305200000,20,100837,202459,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방," 208,000 ",17540058.0
1543,1592306400000,20,100591,201809, 신일에어쿨러엣지 (SIF-P75MD),생활용품," 139,000 ",22189232.0
1544,1592307600000,20,100591,201809, 신일에어쿨러엣지 (SIF-P75MD),생활용품," 139,000 ",22189232.0
1545,1592308800000,20,100591,201809, 신일에어쿨러엣지 (SIF-P75MD),생활용품," 139,000 ",23978892.0
1546,1592310000000,20,100061,200150,일시불 am마카롱 보냉보온 텀블러세트,주방," 50,800 ",32352056.0
1547,1592310000000,20,100061,200149,무이자 am마카롱 보냉보온 텀블러세트,주방," 54,800 ",32082132.0
1548,1592311200000,20,100061,200150,일시불 am마카롱 보냉보온 텀블러세트,주방," 50,800 ",32352056.0
1549,1592311200000,20,100061,200149,무이자 am마카롱 보냉보온 텀블러세트,주방," 54,800 ",32082132.0
1550,1592312400000,20,100061,200150,일시불 am마카롱 보냉보온 텀블러세트,주방," 50,800 ",32381726.0
1551,1592312400000,20,100061,200149,무이자 am마카롱 보냉보온 텀블러세트,주방," 54,800 ",32111804.0
1552,1592313600000,20,100486,201464,AXA손해보험 운전자보험 (2020.05),무형, - ,0.0
1553,1592314800000,20,100486,201464,AXA손해보험 운전자보험 (2020.05),무형, - ,0.0
1554,1592316000000,20,100486,201464,AXA손해보험 운전자보험 (2020.05),무형, - ,0.0
1555,1592317200000,20,100119,200323,에브리빙 기능성 쿨잠패드 세트 SK(슈퍼킹),생활용품," 99,900 ",26140222.0
1556,1592317200000,20,100119,200321,에브리빙 기능성 쿨잠패드 세트 K(킹),생활용품," 89,900 ",26035334.0
1557,1592317200000,20,100119,200322,에브리빙 기능성 쿨잠패드 세트 Q(퀸),생활용품," 79,900 ",26324700.0
1558,1592317200000,20,100119,200324,에브리빙 기능성 쿨잠패드 세트 SS(슈퍼싱글),생활용품," 69,900 ",29461650.0
1559,1592318400000,20,100119,200323,에브리빙 기능성 쿨잠패드 세트 SK(슈퍼킹),생활용품," 99,900 ",26140222.0
1560,1592318400000,20,100119,200321,에브리빙 기능성 쿨잠패드 세트 K(킹),생활용품," 89,900 ",26035334.0
1561,1592318400000,20,100119,200322,에브리빙 기능성 쿨잠패드 세트 Q(퀸),생활용품," 79,900 ",26324700.0
1562,1592318400000,20,100119,200324,에브리빙 기능성 쿨잠패드 세트 SS(슈퍼싱글),생활용품," 69,900 ",29461646.0
1563,1592319600000,20,100119,200323,에브리빙 기능성 쿨잠패드 세트 SK(슈퍼킹),생활용품," 99,900 ",30832416.0
1564,1592319600000,20,100119,200321,에브리빙 기능성 쿨잠패드 세트 K(킹),생활용품," 89,900 ",29083508.0
1565,1592319600000,20,100119,200322,에브리빙 기능성 쿨잠패드 세트 Q(퀸),생활용품," 79,900 ",30214990.0
1566,1592319600000,20,100119,200324,에브리빙 기능성 쿨잠패드 세트 SS(슈퍼싱글),생활용품," 69,900 ",32365986.0
1567,1592320800000,20,100092,200251,1등급 7형_인버터_위니아 에어컨(LRV07CLH),가전," 799,000 ",17942104.0
1568,1592322000000,20,100092,200251,1등급 7형_인버터_위니아 에어컨(LRV07CLH),가전," 799,000 ",17942104.0
1569,1592323200000,20,100092,200251,1등급 7형_인버터_위니아 에어컨(LRV07CLH),가전," 799,000 ",18178758.0
1570,1592324400000,20,100379,201242,파격할인 프리미엄 니봇 시그니처 로봇청소기 + 셰퍼데일리 청소기,생활용품," 259,000 ",20651032.0
1571,1592325600000,20,100379,201242,파격할인 프리미엄 니봇 시그니처 로봇청소기 + 셰퍼데일리 청소기,생활용품," 259,000 ",20651032.0
1572,1592326800000,20,100379,201242,파격할인 프리미엄 니봇 시그니처 로봇청소기 + 셰퍼데일리 청소기,생활용품," 259,000 ",21031636.0
1573,1592328000000,20,100546,201632,국내산 반건조우럭 8팩,농수축," 39,900 ",43952908.0
1574,1592329200000,20,100546,201632,국내산 반건조우럭 8팩,농수축," 39,900 ",43952908.0
1575,1592330400000,20,100546,201632,국내산 반건조우럭 8팩,농수축," 39,900 ",47074710.0
1576,1592331600000,20,100511,201574,국내산 손질오징어 150g * 15팩,농수축," 45,900 ",48018800.0
1577,1592332800000,20,100511,201574,국내산 손질오징어 150g * 15팩,농수축," 45,900 ",48018800.0
1578,1592334000000,20,100511,201574,국내산 손질오징어 150g * 15팩,농수축," 45,900 ",45732476.0
1579,1592335200000,20,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷," 49,900 ",46244370.0
1580,1592335200000,20,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷," 49,900 ",46244370.0
1581,1592335200000,20,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷," 49,900 ",46244370.0
1582,1592336400000,20,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷," 49,900 ",46244370.0
1583,1592336400000,20,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷," 49,900 ",46244370.0
1584,1592336400000,20,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷," 49,900 ",46244370.0
1585,1592337600000,20,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷," 49,900 ",44066640.0
1586,1592337600000,20,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷," 49,900 ",44066640.0
1587,1592337600000,20,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷," 49,900 ",44066640.0
1588,1592338800000,20,100150,200425,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",22964540.0
1589,1592340000000,20,100150,200425,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",22964540.0
1590,1592341200000,20,100150,200425,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",23014384.0
1591,1592342400000,20,100155,200484,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21328160.0
1592,1592342400000,20,100155,200551,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20193628.0
1593,1592343600000,20,100155,200484,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21328154.0
1594,1592343600000,20,100155,200551,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20193628.0
1595,1592344800000,20,100155,200484,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21554432.0
1596,1592344800000,20,100155,200551,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20422352.0
1597,1592346000000,20,100599,201952,푸마 순면 100% 언더셔츠 7종 데일리 패키지(5차),속옷," 69,000 ",33139286.0
1598,1592347200000,20,100599,201952,푸마 순면 100% 언더셔츠 7종 데일리 패키지(5차),속옷," 69,000 ",33139286.0
1599,1592348400000,20,100599,201952,푸마 순면 100% 언더셔츠 7종 데일리 패키지(5차),속옷," 69,000 ",29183966.0
1600,1592349600000,20,100659,201988,웰스(Wells)  정수기 렌탈,무형, - ,0.0
1601,1592350800000,20,100659,201988,웰스(Wells)  정수기 렌탈,무형, - ,0.0
1602,1592352000000,20,100659,201988,웰스(Wells)  정수기 렌탈,무형, - ,0.0
1603,1592353200000,20,100661,201990,"프리드450상조서비스(2,선풍기)",무형, - ,0.0
1604,1592354400000,20,100661,201990,"프리드450상조서비스(2,선풍기)",무형, - ,0.0
1605,1592355600000,20,100661,201990,"프리드450상조서비스(2,선풍기)",무형, - ,0.0
1606,1592356800000,20,100445,202278,쿠미투니카 쿨 레이시 란쥬쉐이퍼&팬티,속옷," 69,900 ",20021652.0
1607,1592358000000,15,100445,202278,쿠미투니카 쿨 레이시 란쥬쉐이퍼&팬티,속옷," 69,900 ",13482382.0
1608,1592359200000,20,100445,202278,쿠미투니카 쿨 레이시 란쥬쉐이퍼&팬티,속옷," 69,900 ",18540368.0
1609,1592374800000,20,100110,200304,할리마리 풍기인견 원피스 2종,의류," 59,800 ",20603120.0
1610,1592376000000,20,100110,200304,할리마리 풍기인견 원피스 2종,의류," 59,800 ",20603120.0
1611,1592377200000,20,100110,200304,할리마리 풍기인견 원피스 2종,의류," 59,800 ",22147480.0
1612,1592378400000,20,100303,200968,LSX 아쿠아엑스 란쥬 쉐이퍼 패키지,속옷," 79,000 ",24839408.0
1613,1592379600000,20,100303,200968,LSX 아쿠아엑스 란쥬 쉐이퍼 패키지,속옷," 79,000 ",24839408.0
1614,1592380800000,20,100303,200968,LSX 아쿠아엑스 란쥬 쉐이퍼 패키지,속옷," 79,000 ",25384924.0
1615,1592382000000,20,100330,201036,LG생활건강 샤프란아우라 고농축 섬유유연제,생활용품," 30,900 ",23822046.0
1616,1592383200000,20,100330,201036,LG생활건강 샤프란아우라 고농축 섬유유연제,생활용품," 30,900 ",23822046.0
1617,1592384400000,20,100330,201036,LG생활건강 샤프란아우라 고농축 섬유유연제,생활용품," 30,900 ",27157918.0
1618,1592385600000,20,100431,201344,독일지니어스정품 매직큐브채칼 12종세트,주방," 49,900 ",26921502.0
1619,1592386800000,20,100431,201344,독일지니어스정품 매직큐브채칼 12종세트,주방," 49,900 ",26921502.0
1620,1592388000000,20,100431,201344,독일지니어스정품 매직큐브채칼 12종세트,주방," 49,900 ",31078162.0
1621,1592389200000,20,100514,201578,해초미인슬림다시마국수세트25인분,농수축," 39,900 ",30347868.0
1622,1592390400000,20,100514,201578,해초미인슬림다시마국수세트25인분,농수축," 39,900 ",30347868.0
1623,1592391600000,20,100514,201578,해초미인슬림다시마국수세트25인분,농수축," 39,900 ",33712788.0
1624,1592392800000,20,100796,202359,이숙의한입꽃게10팩,농수축," 39,900 ",33712788.0
1625,1592394000000,20,100796,202359,이숙의한입꽃게10팩,농수축," 39,900 ",33712788.0
1626,1592395200000,20,100796,202359,이숙의한입꽃게10팩,농수축," 39,900 ",34419144.0
1627,1592396400000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",34419144.0
1628,1592397600000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",34419144.0
1629,1592398800000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",34194092.0
1630,1592400000000,20,100120,200326,한스데코 샤를 이중 암막 레이스 커튼(슈퍼특대형),침구," 149,900 ",21521584.0
1631,1592400000000,20,100120,200328,한스데코 샤를 이중 암막 레이스 커튼(특대형),침구," 119,900 ",26464584.0
1632,1592400000000,20,100120,200325,한스데코 샤를 이중 암막 레이스 커튼(대형),침구," 99,900 ",26212282.0
1633,1592400000000,20,100120,200327,한스데코 샤를 이중 암막 레이스 커튼(중형),침구," 79,900 ",27216076.0
1634,1592401200000,20,100120,200326,한스데코 샤를 이중 암막 레이스 커튼(슈퍼특대형),침구," 149,900 ",21521584.0
1635,1592401200000,20,100120,200328,한스데코 샤를 이중 암막 레이스 커튼(특대형),침구," 119,900 ",26464584.0
1636,1592401200000,20,100120,200325,한스데코 샤를 이중 암막 레이스 커튼(대형),침구," 99,900 ",26212282.0
1637,1592401200000,20,100120,200327,한스데코 샤를 이중 암막 레이스 커튼(중형),침구," 79,900 ",27216076.0
1638,1592402400000,20,100120,200326,한스데코 샤를 이중 암막 레이스 커튼(슈퍼특대형),침구," 149,900 ",21986942.0
1639,1592402400000,20,100120,200328,한스데코 샤를 이중 암막 레이스 커튼(특대형),침구," 119,900 ",26392524.0
1640,1592402400000,20,100120,200325,한스데코 샤를 이중 암막 레이스 커튼(대형),침구," 99,900 ",26140222.0
1641,1592402400000,20,100120,200327,한스데코 샤를 이중 암막 레이스 커튼(중형),침구," 79,900 ",26324700.0
1642,1592403600000,20,100457,201410,NNF 텐셀팬츠3종,의류," 39,000 ",34171610.0
1643,1592404800000,20,100457,201410,NNF 텐셀팬츠3종,의류," 39,000 ",34171610.0
1644,1592406000000,20,100457,201410,NNF 텐셀팬츠3종,의류," 39,000 ",36643636.0
1645,1592407200000,20,100138,200370,보국 에어젯 무빙 에어컨   BKPF-19R22AC,생활용품," 369,000 ",20647338.0
1646,1592408400000,20,100138,200370,보국 에어젯 무빙 에어컨   BKPF-19R22AC,생활용품," 369,000 ",20647338.0
1647,1592409600000,20,100138,200370,보국 에어젯 무빙 에어컨   BKPF-19R22AC,생활용품," 369,000 ",21030974.0
1648,1592410800000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",41943590.0
1649,1592410800000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",38532844.0
1650,1592412000000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",41943590.0
1651,1592412000000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",38532844.0
